id,Zip,Price,Price of square meter,Building Cond. values,Number of facades,Number of rooms,Living area,Furnished,Kitchen values,Surface of the land,Primary energy consumption,Energy_classes,Terrace,Terrace surface,Garden,Garden surface,Open fire,Swimming pool
10471271,1030,1195000,3983.33,4.0,3.0,3.0,300.0,0.0,3.0,,134.0,6,1,50.0,0,0.0,0.0,0.0
10469889,1050,1200000,4095.56,4.0,2.0,4.0,293.0,0.0,3.0,,637.0,1,1,35.0,1,809.0,0.0,0.0
9931557,1050,1295000,5859.73,4.0,2.0,2.0,221.0,0.0,3.0,,,0,1,5.0,0,0.0,0.0,0.0
10588071,9961,339750,2593.51,,,3.0,131.0,0.0,1.0,,42.0,7,1,12.0,1,,0.0,0.0
10588070,9961,339750,2675.2,,,3.0,127.0,0.0,1.0,,39.0,7,1,16.0,1,,0.0,0.0
10586869,2830,139000,2241.94,3.0,2.0,1.0,62.0,0.0,1.0,,476.0,3,0,0.0,0,0.0,0.0,0.0
10585696,9550,149000,2483.33,4.0,2.0,1.0,60.0,1.0,1.0,,9972.0,1,1,,0,0.0,0.0,0.0
10585695,9550,149000,2483.33,4.0,2.0,1.0,60.0,1.0,1.0,,9972.0,1,1,,0,0.0,0.0,0.0
10586818,5000,179000,1988.89,2.0,,3.0,90.0,0.0,,,360.0,4,0,0.0,0,0.0,0.0,0.0
10586974,2170,195000,2565.79,3.0,4.0,2.0,76.0,0.0,,,425.0,3,0,0.0,0,0.0,0.0,0.0
10587333,1030,215000,3981.48,3.0,2.0,1.0,54.0,1.0,0.0,,174.0,6,0,0.0,0,0.0,0.0,0.0
10586807,1140,255000,3805.97,3.0,,1.0,67.0,0.0,,,75.0,7,1,5.0,0,0.0,0.0,0.0
10585849,2100,335000,3895.35,4.0,2.0,3.0,86.0,0.0,3.0,,162.0,6,1,9.0,0,0.0,0.0,0.0
10585848,2140,335000,3895.35,4.0,2.0,3.0,86.0,0.0,3.0,,162.0,6,1,9.0,0,0.0,0.0,0.0
10461124,8400,375000,4629.63,,,2.0,81.0,0.0,,,182.0,6,0,0.0,0,0.0,0.0,0.0
10586246,1060,645000,3909.09,3.0,2.0,2.0,165.0,0.0,3.0,,177.0,6,1,10.0,1,150.0,0.0,0.0
10568495,1050,790000,6583.33,4.0,,2.0,120.0,0.0,3.0,,150.0,6,1,24.0,1,70.0,0.0,0.0
10573585,1200,170000,5000.0,3.0,1.0,1.0,34.0,0.0,2.0,,111.0,6,1,5.0,0,0.0,0.0,0.0
10572924,1745,345000,1437.5,4.0,4.0,2.0,240.0,0.0,,,1559.0,1,1,20.0,0,0.0,0.0,0.0
10593361,1700,304020,3753.33,4.0,,2.0,81.0,0.0,3.0,,,0,1,13.0,0,0.0,0.0,0.0
10593629,3300,307500,3617.65,4.0,,2.0,85.0,0.0,3.0,,,0,1,,0,0.0,0.0,0.0
10591345,8620,299000,7475.0,4.0,1.0,,40.0,1.0,,,171.0,6,1,5.0,0,0.0,0.0,0.0
10590294,8300,715000,10214.29,4.0,2.0,2.0,70.0,0.0,3.0,,,0,1,,0,0.0,0.0,0.0
10577516,4030,99900,2323.26,4.0,2.0,1.0,43.0,0.0,1.0,,155.0,6,0,0.0,0,0.0,0.0,0.0
10576934,7100,145000,1367.92,3.0,2.0,3.0,106.0,0.0,2.0,,135.0,6,0,0.0,0,0.0,0.0,0.0
10577581,4430,189000,2863.64,3.0,2.0,2.0,66.0,0.0,,,271.0,5,0,0.0,0,0.0,0.0,0.0
10412189,9700,199000,2094.74,4.0,2.0,1.0,95.0,0.0,,,280.0,5,1,6.0,1,,0.0,0.0
10577401,5020,275000,1708.07,4.0,,3.0,161.0,0.0,3.0,,127.0,6,0,0.0,0,0.0,0.0,0.0
10576876,8300,895000,8689.32,4.0,,3.0,103.0,0.0,,,97.0,7,1,,1,,0.0,0.0
10405227,5100,213000,2917.81,4.0,,1.0,73.0,0.0,3.0,,,0,1,10.0,0,0.0,0.0,0.0
10454504,9900,241000,2410.0,4.0,4.0,2.0,100.0,0.0,1.0,,,0,1,10.0,1,,0.0,0.0
9753860,2320,300000,4000.0,4.0,2.0,1.0,75.0,0.0,3.0,,,0,1,6.0,0,0.0,0.0,0.0
10568879,1190,313000,3597.7,3.0,2.0,2.0,87.0,0.0,,,,0,1,14.0,0,0.0,0.0,0.0
10555063,2230,344425,2777.62,4.0,2.0,3.0,124.0,0.0,,,,0,1,27.0,0,0.0,0.0,0.0
9765618,8500,355000,3659.79,4.0,,2.0,97.0,0.0,1.0,,,0,1,9.0,0,0.0,0.0,0.0
10556362,3000,382500,3713.59,,2.0,3.0,103.0,0.0,,,,0,1,12.0,0,0.0,0.0,0.0
10502858,9230,390000,3145.16,,,3.0,124.0,0.0,,,,0,1,16.0,1,51.0,0.0,0.0
10502857,9230,390000,3145.16,,,3.0,124.0,0.0,,,,0,1,16.0,1,51.0,0.0,0.0
10556361,3000,392500,3668.22,,2.0,3.0,107.0,0.0,,,,0,1,27.0,0,0.0,0.0,0.0
10277033,8490,420000,2818.79,,3.0,2.0,149.0,0.0,1.0,,,0,1,32.0,0,0.0,0.0,0.0
10395684,3012,435000,3565.57,4.0,3.0,2.0,122.0,0.0,3.0,,,0,1,16.0,0,0.0,0.0,0.0
10317713,8790,440603,3337.9,4.0,4.0,3.0,132.0,0.0,,,,0,1,,0,0.0,0.0,0.0
10508945,1410,475900,4665.69,4.0,2.0,2.0,102.0,0.0,3.0,,80.0,7,1,26.0,1,150.0,0.0,0.0
10526199,4431,490000,3006.13,4.0,4.0,2.0,163.0,0.0,1.0,,86.0,7,1,102.0,0,0.0,0.0,0.0
10557968,2030,525000,7500.0,4.0,4.0,1.0,70.0,0.0,3.0,,,0,0,0.0,0,0.0,0.0,0.0
10302077,1200,564000,3735.1,4.0,2.0,2.0,151.0,0.0,,,,0,0,0.0,0,0.0,0.0,0.0
10568893,9052,900000,4522.61,,4.0,3.0,199.0,0.0,1.0,,,0,1,25.0,0,0.0,0.0,0.0
10294728,8300,1190000,13837.21,4.0,2.0,2.0,86.0,1.0,3.0,,,0,1,,0,0.0,0.0,0.0
10537167,1180,1360000,7597.77,,2.0,3.0,179.0,0.0,1.0,,,0,1,36.0,0,0.0,0.0,0.0
10585247,9290,378000,3286.96,4.0,4.0,3.0,115.0,0.0,3.0,,27.0,7,0,0.0,1,23.0,0.0,0.0
10587603,1325,475000,3298.61,,,2.0,144.0,0.0,1.0,,,0,1,6.0,0,0.0,0.0,0.0
10587600,1325,550000,3846.15,,,2.0,143.0,0.0,1.0,,,0,1,13.0,0,0.0,0.0,0.0
10587602,1325,675000,4218.75,,,2.0,160.0,0.0,1.0,,,0,1,30.0,0,0.0,0.0,0.0
10587601,1325,675000,4218.75,,,2.0,160.0,0.0,1.0,,,0,1,30.0,0,0.0,0.0,0.0
10587598,1325,775000,3974.36,,,3.0,195.0,0.0,1.0,,,0,1,31.0,0,0.0,0.0,0.0
10587597,1325,775000,3994.85,,,3.0,194.0,0.0,1.0,,,0,1,31.0,0,0.0,0.0,0.0
10583332,4000,60000,1224.49,3.0,,1.0,49.0,0.0,,,187.0,6,0,0.0,0,0.0,0.0,0.0
10582505,6840,234900,2498.94,,,2.0,94.0,0.0,0.0,,85.0,7,1,8.0,0,0.0,0.0,0.0
10583259,1180,245000,3266.67,,2.0,2.0,75.0,0.0,1.0,,283.0,5,1,3.0,0,0.0,0.0,0.0
10455418,2930,245000,2916.67,3.0,3.0,2.0,84.0,0.0,,,285.0,5,1,20.0,1,40.0,0.0,0.0
10410059,8370,260000,4561.4,3.0,2.0,2.0,57.0,0.0,,,571.0,2,0,0.0,0,0.0,0.0,0.0
10410678,2360,330000,2920.35,,3.0,2.0,113.0,0.0,3.0,,59.0,7,1,29.0,0,0.0,0.0,0.0
10584943,8420,478000,3983.33,4.0,,3.0,120.0,1.0,,,106.0,6,0,0.0,0,0.0,1.0,0.0
10582038,8500,479500,2959.88,,,2.0,162.0,0.0,3.0,,84.0,7,1,15.0,1,,0.0,0.0
10581982,8301,1595000,13750.0,,3.0,3.0,116.0,0.0,3.0,,91.0,7,1,3.0,0,0.0,0.0,0.0
10571573,6900,182500,2198.8,,2.0,2.0,83.0,0.0,,,372.0,4,1,7.0,0,0.0,0.0,0.0
10571138,1850,299000,3215.05,3.0,2.0,2.0,93.0,0.0,,,108.0,6,1,29.0,0,0.0,0.0,0.0
10569831,1050,425000,6071.43,4.0,2.0,1.0,70.0,0.0,3.0,,94.0,7,1,17.0,1,60.0,0.0,0.0
10589769,9000,418000,3572.65,3.0,,3.0,117.0,0.0,,,109.0,6,1,13.0,0,0.0,0.0,0.0
10576090,4100,165000,1571.43,3.0,3.0,2.0,105.0,0.0,1.0,,141.0,6,1,,0,0.0,0.0,0.0
10576537,7090,265000,2409.09,3.0,,3.0,110.0,0.0,1.0,,205.0,5,1,20.0,0,0.0,0.0,0.0
10575454,9032,295000,3933.33,4.0,,1.0,75.0,0.0,1.0,,70.0,7,1,,0,0.0,0.0,0.0
10576615,1602,349950,3976.7,4.0,3.0,2.0,88.0,0.0,1.0,,181.0,6,1,30.0,1,25.0,0.0,0.0
10576061,1200,350000,3571.43,2.0,,2.0,98.0,0.0,1.0,,256.0,5,1,30.0,1,65.0,0.0,0.0
10576355,8000,775000,6567.8,4.0,3.0,3.0,118.0,0.0,3.0,,136.0,6,1,16.0,0,0.0,0.0,0.0
10385358,8400,1190000,3914.47,4.0,,4.0,304.0,0.0,,,146.0,6,1,32.0,0,0.0,0.0,0.0
10576013,1180,1800000,5000.0,4.0,4.0,2.0,360.0,0.0,3.0,,385.0,4,1,,0,0.0,0.0,1.0
10593769,3150,265000,3581.08,3.0,2.0,1.0,74.0,0.0,,,206.0,5,1,30.0,0,0.0,0.0,0.0
10594190,2590,329000,2696.72,4.0,2.0,2.0,122.0,0.0,1.0,,,0,1,1.0,1,50.0,0.0,0.0
10533753,8300,565000,7847.22,4.0,,2.0,72.0,0.0,,,207.0,5,0,0.0,0,0.0,0.0,0.0
10578120,8500,199500,2375.0,4.0,,2.0,84.0,0.0,3.0,,124.0,6,0,0.0,0,0.0,0.0,0.0
10594966,7500,139000,1478.72,2.0,,2.0,94.0,0.0,,,202.0,5,0,0.0,0,0.0,0.0,0.0
10596815,5500,159000,2120.0,3.0,2.0,2.0,75.0,0.0,1.0,,423.0,3,0,0.0,0,0.0,0.0,0.0
10595149,8620,215000,4777.78,3.0,2.0,1.0,45.0,1.0,1.0,,223.0,5,1,8.0,0,0.0,0.0,0.0
10581769,8620,249000,4293.1,,,,58.0,1.0,1.0,,116.0,6,1,,1,,0.0,0.0
10581390,6000,299000,2006.71,,,3.0,149.0,0.0,0.0,,,0,1,,0,0.0,0.0,0.0
10579513,9090,348000,3283.02,4.0,2.0,1.0,106.0,0.0,,,68.0,7,0,0.0,1,,0.0,0.0
10580251,1180,780000,6000.0,4.0,3.0,3.0,130.0,0.0,,,70.0,7,1,43.0,0,0.0,0.0,0.0
10475599,1060,87000,3954.55,2.0,,,22.0,0.0,,,214.0,5,0,0.0,0,0.0,0.0,0.0
10394115,5000,110000,4583.33,4.0,,,24.0,0.0,2.0,,303.0,4,0,0.0,0,0.0,0.0,0.0
10489001,8400,114000,2478.26,4.0,,,46.0,0.0,,,162.0,6,0,0.0,0,0.0,0.0,0.0
10379376,3530,115000,3194.44,3.0,4.0,1.0,36.0,0.0,,,123.0,6,1,,0,0.0,0.0,0.0
10498120,8400,120000,3636.36,1.0,,,33.0,0.0,,,250.0,5,1,2.0,0,0.0,0.0,0.0
10462972,4500,125000,2500.0,,2.0,1.0,50.0,0.0,,,110.0,6,1,3.0,0,0.0,0.0,0.0
9747509,9120,125000,2016.13,3.0,2.0,1.0,62.0,0.0,1.0,,123.0,6,1,6.0,0,0.0,0.0,0.0
10406571,6032,130000,1857.14,3.0,2.0,1.0,70.0,0.0,1.0,,309.0,4,1,10.0,1,70.0,0.0,0.0
10536513,8400,130000,3095.24,2.0,,,42.0,0.0,,,205.0,5,1,2.0,0,0.0,0.0,0.0
9092235,3530,138000,3538.46,3.0,4.0,2.0,39.0,0.0,,,98.0,7,1,,0,0.0,0.0,0.0
10179990,7170,139000,1616.28,3.0,,,86.0,0.0,,,707.0,1,0,0.0,0,0.0,0.0,0.0
10540456,7000,139500,1516.3,3.0,2.0,3.0,92.0,0.0,3.0,,,0,1,4.0,0,0.0,0.0,0.0
10514567,1210,145000,3625.0,3.0,2.0,,40.0,0.0,1.0,,170.0,6,0,0.0,0,0.0,0.0,0.0
10514231,5300,145000,2071.43,3.0,3.0,2.0,70.0,0.0,,,579.0,2,0,0.0,0,0.0,0.0,0.0
10488261,8430,148000,4933.33,4.0,2.0,,30.0,0.0,1.0,,400.0,3,0,0.0,0,0.0,0.0,0.0
10540504,1180,149000,4257.14,,2.0,,35.0,1.0,,,317.0,4,1,2.0,0,0.0,0.0,0.0
10540503,1180,149000,4257.14,,2.0,,35.0,1.0,,,244.0,5,0,0.0,0,0.0,0.0,0.0
10502786,8480,149000,1712.64,2.0,2.0,3.0,87.0,0.0,1.0,,160.0,6,0,0.0,0,0.0,0.0,0.0
10342043,8520,149000,1475.25,1.0,2.0,2.0,101.0,0.0,,,234.0,5,1,,0,0.0,0.0,0.0
10498527,9402,149000,1568.42,1.0,2.0,1.0,95.0,0.0,,,414.0,3,1,,0,0.0,0.0,0.0
10498526,9402,149000,1568.42,1.0,2.0,1.0,95.0,0.0,,,414.0,3,1,,0,0.0,0.0,0.0
10498511,9402,149000,1568.42,1.0,2.0,1.0,95.0,0.0,,,414.0,3,1,,0,0.0,0.0,0.0
10262493,2170,150000,1875.0,3.0,3.0,2.0,80.0,0.0,1.0,,426.0,3,1,10.0,0,0.0,0.0,0.0
10553511,1190,155000,3163.27,1.0,2.0,1.0,49.0,0.0,1.0,,202.0,5,0,0.0,0,0.0,0.0,0.0
10537338,8434,159000,3000.0,3.0,2.0,1.0,53.0,1.0,,,247.0,5,1,,0,0.0,0.0,0.0
10427146,8620,159000,3975.0,2.0,,1.0,40.0,0.0,2.0,,249.0,5,1,6.0,0,0.0,0.0,0.0
10514730,1030,160000,3265.31,3.0,2.0,1.0,49.0,0.0,1.0,,144.0,6,0,0.0,0,0.0,0.0,0.0
10565849,1000,165000,7173.91,3.0,,1.0,23.0,0.0,3.0,,,0,0,0.0,1,300.0,0.0,0.0
10398020,9990,167000,3150.94,4.0,2.0,1.0,53.0,0.0,3.0,,46.0,7,0,0.0,0,0.0,0.0,0.0
10362375,9990,167000,3150.94,4.0,2.0,1.0,53.0,0.0,3.0,,46.0,7,0,0.0,0,0.0,0.0,0.0
10567893,9900,175000,2058.82,2.0,4.0,2.0,85.0,0.0,,,270.0,5,1,,0,0.0,0.0,0.0
10536842,1180,179000,4475.0,3.0,2.0,1.0,40.0,0.0,1.0,,302.0,4,0,0.0,0,0.0,0.0,0.0
10341315,4000,179000,2081.4,3.0,,1.0,86.0,0.0,1.0,,,0,0,0.0,0,0.0,0.0,0.0
10493211,6224,180000,1565.22,,,3.0,115.0,0.0,0.0,,93.0,7,0,0.0,0,0.0,0.0,0.0
10414589,7130,180000,1800.0,3.0,,2.0,100.0,0.0,1.0,,,0,0,0.0,0,0.0,0.0,0.0
10375654,6900,182500,2198.8,,2.0,2.0,83.0,0.0,,,372.0,4,1,7.0,0,0.0,0.0,0.0
10525393,8400,185000,3363.64,2.0,,1.0,55.0,0.0,,,181.0,6,0,0.0,0,0.0,0.0,0.0
10093054,8400,185000,5000.0,3.0,,,37.0,0.0,,,203.0,5,1,7.0,0,0.0,0.0,0.0
10420805,1000,189000,4973.68,3.0,,1.0,38.0,0.0,3.0,,184.0,6,1,3.0,0,0.0,0.0,0.0
10438113,1050,189000,4973.68,3.0,,1.0,38.0,0.0,3.0,,184.0,6,1,3.0,0,0.0,0.0,0.0
10288757,1731,189000,1989.47,3.0,,3.0,95.0,0.0,2.0,,243.0,5,1,,0,0.0,0.0,0.0
10527180,3000,189000,9450.0,3.0,2.0,1.0,20.0,0.0,,,242.0,5,1,,0,0.0,0.0,0.0
10519420,8450,189000,2010.64,2.0,,2.0,94.0,0.0,,,392.0,4,0,0.0,0,0.0,0.0,0.0
10551850,8400,190000,2183.91,1.0,,2.0,87.0,0.0,,,142.0,6,1,5.0,0,0.0,0.0,0.0
10334056,3500,195000,2671.23,3.0,4.0,2.0,73.0,0.0,,,464.0,3,1,120.0,0,0.0,0.0,0.0
10492506,8400,195000,1950.0,4.0,,1.0,100.0,0.0,3.0,,,0,0,0.0,0,0.0,0.0,0.0
10492505,8400,195000,1950.0,4.0,,1.0,100.0,0.0,3.0,,,0,0,0.0,0,0.0,0.0,0.0
10262772,8434,195000,3250.0,3.0,2.0,2.0,60.0,1.0,,,426.0,3,1,,0,0.0,0.0,0.0
10439654,6900,198000,1131.43,3.0,2.0,3.0,175.0,0.0,1.0,,154.0,6,0,0.0,0,0.0,0.0,0.0
10139240,2490,199000,2726.03,,3.0,1.0,73.0,0.0,1.0,,,0,1,15.0,0,0.0,0.0,0.0
10404929,3970,199000,1604.84,3.0,2.0,2.0,124.0,0.0,,,111.0,6,1,,0,0.0,0.0,0.0
10414410,7000,199000,2211.11,,2.0,2.0,90.0,0.0,,,388.0,4,0,0.0,1,32.0,0.0,0.0
10500716,9420,199000,3491.23,4.0,,1.0,57.0,0.0,1.0,,100.0,6,0,0.0,0,0.0,0.0,0.0
10358876,7060,202500,2382.35,,2.0,2.0,85.0,0.0,1.0,,,0,0,0.0,0,0.0,0.0,0.0
10358854,7060,202500,2410.71,,2.0,2.0,84.0,0.0,1.0,,,0,0,0.0,0,0.0,0.0,0.0
10511184,1080,205000,2562.5,2.0,,2.0,80.0,0.0,2.0,,255.0,5,1,14.0,0,0.0,0.0,0.0
10522308,1081,205000,2562.5,2.0,,2.0,80.0,0.0,2.0,,255.0,5,1,14.0,0,0.0,0.0,0.0
10550883,9470,209000,2322.22,4.0,,2.0,90.0,0.0,,,147.0,6,1,3.0,0,0.0,0.0,0.0
10553247,1030,215000,3839.29,,,1.0,56.0,1.0,0.0,,,0,0,0.0,0,0.0,0.0,0.0
10207218,8460,215000,3257.58,4.0,,2.0,66.0,0.0,3.0,,,0,1,8.0,0,0.0,0.0,0.0
10137629,8530,216000,2297.87,3.0,,2.0,94.0,0.0,,,,0,1,10.0,0,0.0,0.0,0.0
10455896,2020,219000,2607.14,3.0,2.0,2.0,84.0,0.0,,,124.0,6,1,,0,0.0,0.0,0.0
10552706,4000,219000,1598.54,3.0,2.0,2.0,137.0,0.0,,,331.0,4,1,40.0,0,0.0,0.0,0.0
10428537,3600,220000,1833.33,3.0,3.0,4.0,120.0,0.0,,,360.0,4,1,,0,0.0,0.0,0.0
10467080,6800,220000,3142.86,3.0,3.0,2.0,70.0,0.0,,,115.0,6,1,9.0,0,0.0,0.0,0.0
10477961,4683,225000,1939.66,,2.0,2.0,116.0,0.0,,,199.0,6,1,36.0,1,51.0,0.0,0.0
10556055,6900,225000,2586.21,3.0,3.0,3.0,87.0,0.0,,,482.0,3,1,47.0,0,0.0,0.0,0.0
10556054,6900,225000,2586.21,3.0,3.0,3.0,87.0,0.0,,,482.0,3,1,47.0,0,0.0,0.0,0.0
10552474,9240,226000,3228.57,4.0,,2.0,70.0,0.0,3.0,,176.0,6,1,,0,0.0,0.0,0.0
10381978,1325,229000,2694.12,4.0,4.0,2.0,85.0,0.0,1.0,,,0,0,0.0,0,0.0,0.0,0.0
10559920,8860,229000,3094.59,,3.0,1.0,74.0,0.0,1.0,,119.0,6,0,0.0,0,0.0,0.0,0.0
10462767,9900,229000,2290.0,3.0,2.0,2.0,100.0,0.0,,,172.0,6,1,10.0,0,0.0,0.0,0.0
10224568,1000,230000,4181.82,3.0,2.0,1.0,55.0,0.0,,,253.0,5,1,3.0,0,0.0,0.0,0.0
10276533,1180,235000,4433.96,3.0,3.0,1.0,53.0,0.0,,,291.0,5,0,0.0,0,0.0,0.0,0.0
10358170,3000,235000,6351.35,3.0,2.0,,37.0,0.0,,,155.0,6,0,0.0,0,0.0,0.0,0.0
10460845,8620,235000,3790.32,4.0,,2.0,62.0,0.0,,,131.0,6,1,,0,0.0,0.0,0.0
10511756,3001,240000,4800.0,3.0,2.0,1.0,50.0,0.0,,,174.0,6,1,9.0,0,0.0,0.0,0.0
10495927,4000,240000,2123.89,4.0,3.0,2.0,113.0,0.0,1.0,,,0,1,20.0,0,0.0,0.0,0.0
10361140,8430,243000,3857.14,4.0,,2.0,63.0,0.0,3.0,,,0,0,0.0,1,,0.0,0.0
10542922,1560,245000,3769.23,3.0,2.0,1.0,65.0,0.0,,,159.0,6,0,0.0,0,0.0,0.0,0.0
10462258,8434,245000,4900.0,3.0,2.0,2.0,50.0,1.0,3.0,,265.0,5,1,,0,0.0,0.0,0.0
10503098,8450,245000,2474.75,4.0,,2.0,99.0,0.0,,,157.0,6,1,,0,0.0,0.0,0.0
10300003,3001,248750,4288.79,2.0,2.0,1.0,58.0,0.0,,,458.0,3,1,19.0,0,0.0,0.0,0.0
10505311,9900,249000,3112.5,3.0,2.0,2.0,80.0,0.0,,,98.0,7,0,0.0,0,0.0,0.0,0.0
10461715,1082,250000,3333.33,3.0,,2.0,75.0,0.0,1.0,,524.0,2,1,,1,100.0,0.0,0.0
10382962,8420,250000,1315.79,4.0,,1.0,190.0,0.0,3.0,,,0,1,,0,0.0,0.0,0.0
10435657,3200,255000,3148.15,3.0,,2.0,81.0,0.0,1.0,,197.0,6,0,0.0,0,0.0,0.0,0.0
10076470,8380,255000,2236.84,3.0,,2.0,114.0,0.0,1.0,,,0,0,0.0,0,0.0,0.0,0.0
10477682,7500,259000,2122.95,3.0,,2.0,122.0,0.0,2.0,,243.0,5,1,10.0,0,0.0,0.0,0.0
10515065,8200,259000,2616.16,3.0,2.0,2.0,99.0,0.0,1.0,,143.0,6,1,7.0,0,0.0,1.0,0.0
10550159,2560,261000,3034.88,,,2.0,86.0,0.0,1.0,,,0,1,17.0,0,0.0,0.0,0.0
10463556,1020,265000,3117.65,3.0,2.0,2.0,85.0,0.0,,,140.0,6,1,3.0,0,0.0,0.0,0.0
10564375,3945,265000,2650.0,,2.0,2.0,100.0,0.0,1.0,,,0,1,14.0,1,121.0,0.0,0.0
10453967,8430,268000,3350.0,3.0,3.0,2.0,80.0,1.0,,,518.0,2,0,0.0,0,0.0,0.0,0.0
10481032,8370,269000,4203.12,3.0,2.0,1.0,64.0,1.0,1.0,,105.0,6,0,0.0,0,0.0,0.0,0.0
10206864,8460,269000,3202.38,4.0,,2.0,84.0,0.0,3.0,,,0,1,13.0,1,13.0,0.0,0.0
9617555,8800,269000,2663.37,4.0,,2.0,101.0,0.0,,,103.0,6,1,8.0,0,0.0,0.0,0.0
10507343,1090,270000,2934.78,4.0,,2.0,92.0,0.0,1.0,,,0,1,17.0,0,0.0,0.0,0.0
10539411,8430,270000,2700.0,4.0,2.0,2.0,100.0,0.0,,,506.0,2,0,0.0,0,0.0,0.0,0.0
10543775,2500,271944,2774.94,,2.0,2.0,98.0,0.0,1.0,,,0,1,8.0,0,0.0,0.0,0.0
10562672,2500,272000,3830.99,,2.0,1.0,71.0,0.0,3.0,,,0,1,10.0,1,50.0,0.0,0.0
10396454,2360,273900,3300.0,,,1.0,83.0,0.0,1.0,,,0,1,10.0,0,0.0,0.0,0.0
10245810,3500,274000,3010.99,3.0,2.0,2.0,91.0,0.0,,,93.0,7,1,,0,0.0,0.0,0.0
10521234,1030,275000,3021.98,3.0,2.0,2.0,91.0,0.0,1.0,,,0,1,9.0,0,0.0,1.0,0.0
10423935,6700,275000,3235.29,4.0,2.0,,85.0,0.0,2.0,,,0,1,9.0,0,0.0,0.0,0.0
10532465,8434,275000,5500.0,3.0,2.0,1.0,50.0,1.0,3.0,,172.0,6,1,,0,0.0,0.0,0.0
10396452,2360,277200,3300.0,,3.0,1.0,84.0,0.0,1.0,,,0,1,10.0,0,0.0,0.0,0.0
10550941,2650,279000,2876.29,3.0,2.0,2.0,97.0,0.0,,,96.0,7,1,14.0,0,0.0,0.0,0.0
10411355,3001,280000,3733.33,3.0,2.0,2.0,75.0,0.0,,,173.0,6,1,,0,0.0,0.0,0.0
10400954,1150,285000,3562.5,1.0,4.0,2.0,80.0,0.0,,,109.0,6,1,18.0,0,0.0,0.0,0.0
10356848,2200,285000,2821.78,,2.0,2.0,101.0,0.0,1.0,,,0,1,9.0,1,,0.0,0.0
10541588,4680,285000,2298.39,3.0,2.0,3.0,124.0,0.0,,,106.0,6,1,5.0,0,0.0,0.0,0.0
10493684,8450,285000,2126.87,4.0,,3.0,134.0,0.0,1.0,,,0,1,,0,0.0,0.0,0.0
9628541,8870,285000,2065.22,4.0,,2.0,138.0,0.0,3.0,,,0,1,36.0,0,0.0,0.0,0.0
10560892,1160,290000,3152.17,2.0,3.0,2.0,92.0,0.0,,,261.0,5,1,3.0,0,0.0,0.0,0.0
10519939,4432,294000,2244.27,4.0,3.0,2.0,131.0,0.0,,,79.0,7,1,24.0,0,0.0,0.0,0.0
9523536,2400,294462,2886.88,,2.0,2.0,102.0,0.0,1.0,,,0,1,13.0,1,59.0,0.0,0.0
10535004,1082,295000,2107.14,,3.0,3.0,140.0,0.0,,,627.0,1,1,3.0,0,0.0,0.0,0.0
10512592,1190,295000,2478.99,1.0,2.0,2.0,119.0,0.0,0.0,,,0,0,0.0,0,0.0,0.0,0.0
10544361,8400,295000,3597.56,2.0,,2.0,82.0,0.0,,,131.0,6,1,3.0,0,0.0,0.0,0.0
10180931,3500,298500,4089.04,3.0,3.0,1.0,73.0,0.0,,,119.0,6,1,9.0,0,0.0,0.0,0.0
10544224,1090,299000,2931.37,3.0,2.0,2.0,102.0,0.0,,,196.0,6,1,4.0,0,0.0,0.0,0.0
10542448,2600,299000,1929.03,3.0,2.0,3.0,155.0,0.0,1.0,,287.0,5,1,,0,0.0,0.0,0.0
10562485,9200,299900,3407.95,,2.0,2.0,88.0,0.0,1.0,,,0,1,84.0,1,84.0,0.0,0.0
10492048,1000,300000,5000.0,3.0,2.0,1.0,60.0,0.0,3.0,,161.0,6,0,0.0,0,0.0,0.0,0.0
10489321,1000,300000,5000.0,3.0,2.0,1.0,60.0,0.0,3.0,,161.0,6,0,0.0,0,0.0,0.0,0.0
10393179,3620,309743,2647.38,4.0,,2.0,117.0,0.0,3.0,,40.0,7,1,,0,0.0,0.0,0.0
10550157,2560,313800,3202.04,,,3.0,98.0,0.0,1.0,,,0,1,13.0,1,30.0,0.0,0.0
10563100,8434,315000,5250.0,2.0,,2.0,60.0,1.0,,,132.0,6,1,,0,0.0,0.0,0.0
10538043,9700,315000,3461.54,4.0,2.0,2.0,91.0,0.0,,,6224.0,1,1,6.0,1,,0.0,0.0
10396453,2360,320540,3410.0,,,2.0,94.0,0.0,1.0,,,0,1,10.0,0,0.0,0.0,0.0
9860457,8530,324000,2551.18,,,3.0,127.0,0.0,1.0,,,0,1,15.0,0,0.0,0.0,0.0
10458256,3001,325000,4166.67,3.0,2.0,2.0,78.0,1.0,,,122.0,6,1,,0,0.0,0.0,0.0
10566679,3590,325000,1625.0,3.0,2.0,4.0,200.0,0.0,,,199.0,6,1,23.0,0,0.0,0.0,0.0
10380070,2400,330000,2894.74,4.0,,2.0,114.0,0.0,3.0,,,0,1,31.0,1,130.0,0.0,0.0
10566534,2270,334960,2887.59,,4.0,2.0,116.0,0.0,1.0,,,0,1,35.0,1,51.0,0.0,0.0
10567186,1040,335000,4785.71,,,1.0,70.0,0.0,,,710.0,1,0,0.0,1,110.0,0.0,0.0
10532634,2018,339000,3568.42,3.0,2.0,2.0,95.0,0.0,,,172.0,6,1,,0,0.0,0.0,0.0
10378742,1160,345000,4600.0,4.0,2.0,1.0,75.0,0.0,3.0,,137.0,6,1,4.0,1,30.0,0.0,0.0
